1,-0.40454,-0.33576,0.62204,-0.62479,0.6981,-0.18295,0.13427,-0.40466,0.51168,0.26278,0.49572,-0.11275,-0.082877,0.46169,0.056392,0.20314,0.10854,0.045244,0.52857,0.055678,-0.038149,0.35679,0.017654,-0.0024464,-0.00011056,-0.32721,-0.044789,-0.053407,0.17335,0.44187,0.20414,-0.10519,0.033905,-0.0051686,-0.13021,-0.48162,0.38471,-0.11915,0.1706,-0.53241,0.067739,0.17201,0.70019,-0.027519,-0.28774,-0.44034,-0.30049,0.20548,0.27846,-0.058318,-0.034262,-0.44426,-0.46907,-0.015561,-0.1206,-0.28736,-0.16738,-0.0022931,0.037718,0.058929,0.19412,0.38715,0.41603,0.086476,-0.075166,-0.13806,0.043325,0.23067,-0.055069,0.16216,0.092193,-0.15109
-0.40454,1,0.32954,-0.10241,0.31407,-0.28463,0.60908,-0.11824,0.52968,-0.31315,-0.26391,-0.20434,0.43086,0.55124,-0.4242,-0.23978,-0.030695,0.045931,-0.27524,-0.51033,-0.36711,-0.35479,-0.63357,0.34024,0.1332,-0.27644,0.0099977,-0.23801,-0.090091,-0.6265,-0.43487,0.048069,0.27261,-0.36347,0.14716,0.012279,0.68815,-0.79478,0.34654,-0.58644,0.76752,-0.0037701,-0.069659,-0.47367,-0.18518,0.28254,0.49767,0.48173,0.1488,0.22563,0.22433,0.33263,0.49295,0.50732,-0.068063,0.1702,0.02007,-0.32116,-0.16016,-0.48245,-0.50428,-0.59625,-0.71238,-0.76165,-0.20823,-0.21057,-0.037416,-0.50362,-0.55283,0.0068808,-0.5126,-0.1625,-0.092612
-0.33576,0.32954,1,0.07069,0.47956,-0.51921,0.50181,0.41772,0.13774,-0.49001,0.080432,-0.34057,0.45854,0.21572,-0.081484,0.16739,-0.18731,-0.011524,0.10449,-0.42401,-0.041902,0.012222,-0.36386,0.29686,0.15826,0.080415,0.32595,0.097945,0.16198,-0.47927,-0.33633,-0.16493,0.080836,-0.023761,0.058336,-0.04672,0.33166,-0.41656,0.4286,-0.38349,0.33031,-0.076171,0.080182,-0.5144,0.12235,0.23635,0.48672,0.1617,0.33119,0.33542,0.31148,0.28453,0.27955,0.46604,-0.085129,-0.037625,0.1418,-0.20453,-0.12275,-0.17352,-0.40443,-0.35268,-0.3964,-0.40407,-0.027222,0.024529,-0.1667,-0.21294,-0.38213,-0.22778,-0.41649,-0.18817,-0.20823
0.62204,-0.10241,0.07069,1,-0.50391,0.17422,0.30673,0.48038,-0.11978,0.15056,0.54588,-0.099407,0.23759,0.19563,0.51283,0.23,0.18676,-0.072609,0.064623,-0.078206,-0.083007,-0.046243,0.012731,0.13864,0.11135,-0.03815,-0.22884,0.011386,0.048543,-0.0091062,0.27681,0.31157,0.088763,0.05294,0.08089,-0.04119,-0.29232,0.10478,0.33993,-0.043412,-0.25887,0.22801,0.18357,0.52838,0.15826,-0.018151,-0.12569,-0.14362,0.48902,0.76253,0.25365,0.075085,-0.025025,-0.1892,-0.1258,-0.13836,-0.19304,-0.15462,-0.052471,-0.117,-0.17601,-0.11642,0.10132,0.11492,-0.19115,-0.27378,-0.082095,0.021612,0.094023,0.14436,-0.29073,0.10729,-0.13941
-0.62479,0.31407,0.47956,-0.50391,1,-0.48027,0.075008,-0.10907,0.13563,-0.57745,-0.29764,-0.15765,0.089276,-0.10632,-0.41759,-0.11801,-0.374,-0.16785,-0.0033544,-0.29471,-0.049381,0.26365,-0.059051,0.40028,0.17936,-0.075737,0.33369,0.20993,-0.14049,-0.25182,-0.53764,-0.23536,0.015786,-0.26157,-0.16076,-0.049396,0.44325,-0.33319,-0.026002,-0.044144,0.31083,-0.37384,0.069414,-0.75905,0.17891,0.12054,0.25133,0.26477,-0.065272,-0.30427,-0.089519,0.15831,0.17483,0.19687,-0.055157,-0.1556,0.12509,-0.026587,-0.28847,0.036742,-0.14322,-0.10281,-0.23975,-0.29741,0.39179,0.13068,-0.052274,-0.045565,-0.11231,-0.37413,-0.17122,-0.095682,-0.13634
0.6981,-0.28463,-0.51921,0.17422,-0.48027,1,-0.36975,-0.24091,-0.24388,0.65101,-0.10373,0.75979,-0.42175,-0.22558,0.17805,-0.23269,0.2427,0.12657,-0.1078,0.51832,-0.065,-0.16258,0.24962,0.044548,0.078032,-0.23375,-0.33002,-0.29671,-0.32271,0.19013,0.38058,0.26696,0.044746,-0.20497,0.0017045,-0.2282,-0.37515,0.25704,-0.25215,0.046271,-0.36354,0.11374,0.0031751,0.53781,-0.14521,-0.091624,-0.3611,-0.3911,-0.0086643,0.030957,-0.15337,-0.074035,-0.33616,-0.31176,0.1471,0.074986,-0.3608,-0.092073,0.15269,-0.04106,0.044557,0.18781,0.23172,0.28189,0.040885,-0.10583,-0.030955,-0.034314,0.076041,0.10194,0.19156,0.12057,0.0052574
-0.18295,0.60908,0.50181,0.30673,0.075008,-0.36975,1,0.58556,0.12225,-0.19734,0.26214,-0.27513,0.77426,0.69421,0.073424,0.25518,-0.19644,0.066054,0.17925,-0.41516,-0.00016192,-0.070521,-0.53099,0.20619,-0.0021263,0.059132,0.21983,0.044136,0.064681,-0.70403,-0.020526,-0.12974,-0.0719,-0.014409,0.012896,0.14861,0.17088,-0.47517,0.75167,-0.35476,0.20815,0.271,-0.0014559,-0.24785,-0.022725,0.41619,0.27092,0.54633,0.36734,0.59325,0.34927,0.16116,0.4484,0.30979,-0.049616,0.13057,0.021861,-0.31059,-0.16296,-0.22639,-0.36537,-0.40169,-0.46195,-0.49158,-0.30063,-0.38069,-0.19408,-0.1906,-0.49382,0.077326,-0.60626,-0.20422,-0.14754
0.13427,-0.11824,0.41772,0.48038,-0.10907,-0.24091,0.58556,1,-0.28876,0.015628,0.73059,-0.16653,0.51111,0.23991,0.58649,0.67333,-0.19682,0.10829,0.41989,-0.064985,0.39352,0.11068,-0.1125,-0.078439,-0.077658,0.48494,0.30989,0.12986,0.2565,-0.25439,0.39403,-0.23395,-0.30384,0.41775,-0.0015938,0.25173,-0.37177,0.1456,0.70637,-0.010309,-0.33588,0.3658,0.10501,0.17513,0.10665,0.16522,0.0013344,0.27173,0.21381,0.52053,0.097754,0.10776,0.17925,0.021597,-0.012692,-0.031954,0.22636,-0.054325,0.016069,0.23241,0.042815,-0.083301,0.0038927,0.13057,-0.26705,-0.3538,-0.23479,0.24787,-0.21771,0.084066,-0.3285,-0.095275,-0.10341
-0.40466,0.52968,0.13774,-0.11978,0.13563,-0.24388,0.12225,-0.28876,1,-0.31096,-0.15357,-0.31818,0.14249,0.26281,-0.26031,-0.17285,0.13193,-0.24226,-0.47708,-0.34206,-0.44945,-0.6288,-0.47007,0.18825,-0.024548,-0.3519,-0.078321,-0.40538,-0.076314,-0.18312,-0.29172,0.39752,0.66475,-0.41062,0.51815,-0.2812,0.65161,-0.68408,0.085767,-0.57634,0.79633,0.085808,0.10184,-0.27266,0.012065,0.14358,0.61758,0.14117,0.064446,0.15142,0.19936,0.1628,0.34214,0.62162,-0.17363,0.38463,0.2727,-0.18504,-0.10655,-0.58769,-0.39548,-0.56733,-0.54159,-0.66669,-0.31135,-0.31302,0.35505,-0.43428,-0.29921,0.29734,-0.33082,0.2608,0.00060107
0.51168,-0.31315,-0.49001,0.15056,-0.57745,0.65101,-0.19734,0.015628,-0.31096,1,0.26662,0.4619,-0.23413,-0.020316,0.4272,0.10475,0.34427,0.19112,-0.11928,0.3017,0.098378,-0.073188,0.12694,-0.33678,-0.18427,0.065551,-0.20498,-0.40044,-0.14948,0.078865,0.58379,0.16439,-0.072972,0.1496,0.11583,0.012738,-0.55274,0.29892,0.08311,0.18322,-0.43278,0.41028,-0.14365,0.50174,0.037426,0.062325,-0.36108,-0.29902,-0.034173,0.049643,-0.15893,-0.11229,-0.041641,-0.16162,0.2281,0.31669,-0.095206,0.24631,0.50153,0.077814,0.20891,0.15283,0.31038,0.3489,-0.13072,-0.13796,-0.19958,0.061116,-0.19542,0.45124,0.15732,-0.2088,0.34047
